name,image_id,base_info,is_animal_card,is_constellation_card,is_golden_crad,category,price_0,sub_card,star,star_0,star_1,star_2,star_3,star_4,star_5,star_6,star_7,star_8,star_9,star_10,star_11,star_12,star_13,star_14,star_15,star_16,star_M,star_U,skill,skill_0,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,transfer_change,additional_info
至尊爱神,card_data_index_1_2_4_3,"🟡合成材料：终结者酒架+射手座星宿

🟤不转：丘比特神使
🟤能力：向正前方三行分别射出2发子弹，一共6发

🟠三转：丘比特圣神
🟠能力：中路增加1发攻击力50%的子弹

🟣四转：爱神·丘比特
🟣能力：2行侧路各增加1发子弹

🔴终转：至尊爱神
🔴能力：两行侧路间隔发射穿透效果超级子弹",FALSE,FALSE,TRUE,管线类/三线类,300,好卡😀,攻击力,17,20,23,26,29,32,35,41,51,63,87,111,135,158,185,210,235,325,488,攻击间隔,1.4,1.35,1.3,1.25,1.2,1.15,1.1,1.05,1,⚔️️子弹数(三转加中路，四转加侧路)：6/6.5/8.5/8.5,"😋[食神谱]汉帝茅台：攻击力提升20%，攻速提升5%

⭐[金卡援护]攻击力最高提升35

📕[图鉴]收集10张卡片，攻速提升10%

🤔️[附加说明]
1.终转首轮攻击侧路各额外发射(不占用普通子弹)1发3倍伤害穿透不过火的超级子弹，后间隔3轮发射1次(即第4n+1(n∈N)轮攻击)
2.存在边路补偿机制，放在1或7路边路无法发射的超级子弹会转到中路发射
3.三转增加子弹仅50%伤害
4.超级子弹均不可过火
5.爱神不转攻击前摇0.4秒，三转后攻击前摇缩短至0
6.爱神上下贴着布丁类卡片放置会导致侧路子弹无法正常发射"
狩猎汪,card_data_index_1_2_5_0,"🟤不转：狩猎汪
🟤能力：同时分别向正前方三路发射1发子弹，共3发子弹

🟠一转：丛林狩猎汪
🟠能力：中间增加1发子弹，共4发子弹

🟣二转：部落狩猎汪
🟣能力：三路各增加1发子弹，共7发子弹",TRUE,FALSE,FALSE,管线类/三线类,300,好卡😀,攻击力,13,15,18,20,23,25,28,33,40,50,70,90,110,130,150,170,200,null,null,攻击间隔,1.15,1.1,1.05,1,0.95,0.9,0.85,0.8,0.7,⚔️️子弹数(一转加中路，二转加侧路)：3/4/7,"⏳[冷却]10秒🤯

📕[图鉴]收集9张卡片，攻速提升5%"
丛林狩猎汪,card_data_index_1_2_5_1,"🟤不转：狩猎汪
🟤能力：同时分别向正前方三路发射1发子弹，共3发子弹

🟠一转：丛林狩猎汪
🟠能力：中间增加1发子弹，共4发子弹

🟣二转：部落狩猎汪
🟣能力：三路各增加1发子弹，共7发子弹",TRUE,FALSE,FALSE,管线类/三线类,300,好卡😀,攻击力,13,15,18,20,23,25,28,33,40,50,70,90,110,130,150,170,200,null,null,攻击间隔,1.15,1.1,1.05,1,0.95,0.9,0.85,0.8,0.7,⚔️️子弹数(一转加中路，二转加侧路)：3/4/7,"⏳[冷却]10秒🤯

📕[图鉴]收集9张卡片，攻速提升5%"
部落狩猎汪,card_data_index_1_2_5_2,"🟤不转：狩猎汪
🟤能力：同时分别向正前方三路发射1发子弹，共3发子弹

🟠一转：丛林狩猎汪
🟠能力：中间增加1发子弹，共4发子弹

🟣二转：部落狩猎汪
🟣能力：三路各增加1发子弹，共7发子弹",TRUE,FALSE,FALSE,管线类/三线类,300,好卡😀,攻击力,13,15,18,20,23,25,28,33,40,50,70,90,110,130,150,170,200,null,null,攻击间隔,1.15,1.1,1.05,1,0.95,0.9,0.85,0.8,0.7,⚔️️子弹数(一转加中路，二转加侧路)：3/4/7,"⏳[冷却]10秒🤯

📕[图鉴]收集9张卡片，攻速提升5%"
猪猪猎手,card_data_index_1_2_6_0,"🟤不转：猪猪猎手
🟤能力：向正前方3行射出带有穿透效果的子弹

🟠一转：青铜猪猪猎手
🟠能力：中间行增加1发子弹

🟣二转：王者猪猪猎手
🟣能力：侧路2行各增加1发子弹",TRUE,FALSE,FALSE,管线类/三线类,325,好卡😀,攻击力,13,15,18,20,23,25,28,33,41,52,71,91,110,130,149,169,194,null,null,攻击间隔,1.2,1.15,1.1,1.05,1,0.95,0.9,0.85,0.8,⚔️️子弹数(一转加中路，二转加侧路)：3/4/6,"🪡[穿透]子弹附带穿透效果

📕[图鉴]收集18张卡片，攻击力提升10%"
青铜猪猪猎手,card_data_index_1_2_6_1,"🟤不转：猪猪猎手
🟤能力：向正前方3行射出带有穿透效果的子弹

🟠一转：青铜猪猪猎手
🟠能力：中间行增加1发子弹

🟣二转：王者猪猪猎手
🟣能力：侧路2行各增加1发子弹",TRUE,FALSE,FALSE,管线类/三线类,325,好卡😀,攻击力,13,15,18,20,23,25,28,33,41,52,71,91,110,130,149,169,194,null,null,攻击间隔,1.2,1.15,1.1,1.05,1,0.95,0.9,0.85,0.8,⚔️️子弹数(一转加中路，二转加侧路)：3/4/6,"🪡[穿透]子弹附带穿透效果

📕[图鉴]收集18张卡片，攻击力提升10%"
王者猪猪猎手,card_data_index_1_2_6_2,"🟤不转：猪猪猎手
🟤能力：向正前方3行射出带有穿透效果的子弹

🟠一转：青铜猪猪猎手
🟠能力：中间行增加1发子弹

🟣二转：王者猪猪猎手
🟣能力：侧路2行各增加1发子弹",TRUE,FALSE,FALSE,管线类/三线类,325,好卡😀,攻击力,13,15,18,20,23,25,28,33,41,52,71,91,110,130,149,169,194,null,null,攻击间隔,1.2,1.15,1.1,1.05,1,0.95,0.9,0.85,0.8,⚔️️子弹数(一转加中路，二转加侧路)：3/4/6,"🪡[穿透]子弹附带穿透效果

📕[图鉴]收集18张卡片，攻击力提升10%"
炙烤灯笼鱼,card_data_index_1_2_7_0,"🟤不转：炙烤灯笼鱼
🟤能力：向前方3行，发射穿透型带电子弹

🟠一转：炙烤辣灯笼鱼
🟠能力：中行增加1发子弹

🟣二转：炙烤五香灯笼鱼
🟣能力：两行侧路各增加1发子弹",FALSE,FALSE,FALSE,管线类/三线类,325,好卡😀,攻击力,11,13,15,17,19,21,25,29,33,43,53,68,83,103,123,143,163,null,null,攻击间隔,1.5,1.45,1.4,1.35,1.3,1.25,1.2,1.15,1.05,⚔️️子弹数(一转加中路，二转加侧路)：3/4/6,"⏳[冷却]10秒🤯

🪡[穿透]子弹附带穿透效果

😋[食神谱]雷城全家桶：攻击力提升15%"
炙烤辣灯笼鱼,card_data_index_1_2_7_1,"🟤不转：炙烤灯笼鱼
🟤能力：向前方3行，发射穿透型带电子弹

🟠一转：炙烤辣灯笼鱼
🟠能力：中行增加1发子弹

🟣二转：炙烤五香灯笼鱼
🟣能力：两行侧路各增加1发子弹",FALSE,FALSE,FALSE,管线类/三线类,325,好卡😀,攻击力,11,13,15,17,19,21,25,29,33,43,53,68,83,103,123,143,163,null,null,攻击间隔,1.5,1.45,1.4,1.35,1.3,1.25,1.2,1.15,1.05,⚔️️子弹数(一转加中路，二转加侧路)：3/4/6,"⏳[冷却]10秒🤯

🪡[穿透]子弹附带穿透效果

😋[食神谱]雷城全家桶：攻击力提升15%"
炙烤五香灯笼鱼,card_data_index_1_2_7_2,"🟤不转：炙烤灯笼鱼
🟤能力：向前方3行，发射穿透型带电子弹

🟠一转：炙烤辣灯笼鱼
🟠能力：中行增加1发子弹

🟣二转：炙烤五香灯笼鱼
🟣能力：两行侧路各增加1发子弹",FALSE,FALSE,FALSE,管线类/三线类,325,好卡😀,攻击力,11,13,15,17,19,21,25,29,33,43,53,68,83,103,123,143,163,null,null,攻击间隔,1.5,1.45,1.4,1.35,1.3,1.25,1.2,1.15,1.05,⚔️️子弹数(一转加中路，二转加侧路)：3/4/6,"⏳[冷却]10秒🤯

🪡[穿透]子弹附带穿透效果

😋[食神谱]雷城全家桶：攻击力提升15%"
枪塔喵,card_data_index_1_3_1_0,"🟤不转：枪塔喵
🟤能力：向前方3行，正后方1行发射子弹

🟠一转：榴弹枪塔喵
🟠能力：后方增加1发子弹

🟣二转：射线枪塔喵
🟣能力：前方3路各增加1发子弹",TRUE,FALSE,FALSE,管线类/枪塔类,325,好卡😀,攻击力,16,19,22,25,28,31,34,40,49,61,84,107,132,154,179,204,234,null,null,攻击间隔,1.3,1.25,1.2,1.15,1.1,1.05,1,0.95,0.9,⚔️️子弹数(正后方+前方3路)：1+3/2+3/2+6,🤔️[附加说明]此类卡在使用后的下一局中，与其同星级的卡的星级图标会出现大小异常的bug😡
榴弹枪塔喵,card_data_index_1_3_1_1,"🟤不转：枪塔喵
🟤能力：向前方3行，正后方1行发射子弹

🟠一转：榴弹枪塔喵
🟠能力：后方增加1发子弹

🟣二转：射线枪塔喵
🟣能力：前方3路各增加1发子弹",TRUE,FALSE,FALSE,管线类/枪塔类,325,好卡😀,攻击力,16,19,22,25,28,31,34,40,49,61,84,107,132,154,179,204,234,null,null,攻击间隔,1.3,1.25,1.2,1.15,1.1,1.05,1,0.95,0.9,⚔️️子弹数(正后方+前方3路)：1+3/2+3/2+6,🤔️[附加说明]此类卡在使用后的下一局中，与其同星级的卡的星级图标会出现大小异常的bug😡
射线枪塔喵,card_data_index_1_3_1_2,"🟤不转：枪塔喵
🟤能力：向前方3行，正后方1行发射子弹

🟠一转：榴弹枪塔喵
🟠能力：后方增加1发子弹

🟣二转：射线枪塔喵
🟣能力：前方3路各增加1发子弹",TRUE,FALSE,FALSE,管线类/枪塔类,325,好卡😀,攻击力,16,19,22,25,28,31,34,40,49,61,84,107,132,154,179,204,234,null,null,攻击间隔,1.3,1.25,1.2,1.15,1.1,1.05,1,0.95,0.9,⚔️️子弹数(正后方+前方3路)：1+3/2+3/2+6,🤔️[附加说明]此类卡在使用后的下一局中，与其同星级的卡的星级图标会出现大小异常的bug😡
弩箭牛,card_data_index_1_3_2_0,"🟤不转：弩箭牛
🟤能力：向前方3行，后方1行，射出4发强力飞箭

🟠一转：精英弩箭牛
🟠能力：两侧路各增加1发子弹

🟣二转：暴力弩箭牛
🟣能力：子弹变为直线穿透类型",TRUE,FALSE,FALSE,管线类/枪塔类,375,好卡😀,攻击力,16,19,22,25,28,31,34,40,49,61,84,107,132,154,179,204,234,null,null,攻击间隔,1.3,1.25,1.2,1.15,1.1,1.05,1,0.95,0.9,⚔️️子弹数(正后方+前方3路)：1+3/1+5/1+5,🤔️[附加说明]此类卡在使用后的下一局中，与其同星级的卡的星级图标会出现大小异常的bug😡
精英弩箭牛,card_data_index_1_3_2_1,"🟤不转：弩箭牛
🟤能力：向前方3行，后方1行，射出4发强力飞箭

🟠一转：精英弩箭牛
🟠能力：两侧路各增加1发子弹

🟣二转：暴力弩箭牛
🟣能力：子弹变为直线穿透类型",TRUE,FALSE,FALSE,管线类/枪塔类,375,好卡😀,攻击力,16,19,22,25,28,31,34,40,49,61,84,107,132,154,179,204,234,null,null,攻击间隔,1.3,1.25,1.2,1.15,1.1,1.05,1,0.95,0.9,⚔️️子弹数(正后方+前方3路)：1+3/1+5/1+5,🤔️[附加说明]此类卡在使用后的下一局中，与其同星级的卡的星级图标会出现大小异常的bug😡
暴力弩箭牛,card_data_index_1_3_2_2,"🟤不转：弩箭牛
🟤能力：向前方3行，后方1行，射出4发强力飞箭

🟠一转：精英弩箭牛
🟠能力：两侧路各增加1发子弹

🟣二转：暴力弩箭牛
🟣能力：子弹变为直线穿透类型",TRUE,FALSE,FALSE,管线类/枪塔类,375,好卡😀,攻击力,16,19,22,25,28,31,34,40,49,61,84,107,132,154,179,204,234,null,null,攻击间隔,1.3,1.25,1.2,1.15,1.1,1.05,1,0.95,0.9,⚔️️子弹数(正后方+前方3路)：1+3/1+5/1+5,"🪡[穿透]子弹附带穿透效果

🤔️[附加说明]此类卡在使用后的下一局中，与其同星级的卡的星级图标会出现大小异常的bug😡"
仙人掌刺身,card_data_index_1_3_3_0,"🟤不转：仙人掌刺身
🟤能力：向正前方3行，后方1行发射仙人掌刺

🟠一转：仙人球刺身
🟠能力：后方增加1发子弹

🟣二转：仙人掌花刺身
🟣能力：前方3路各增加1发子弹",FALSE,FALSE,FALSE,管线类/枪塔类,275,好卡😀,攻击力,11,13,15,17,19,21,23,28,34,45,60,75,92,110,130,150,180,null,null,攻击间隔,1.3,1.25,1.2,1.15,1.1,1.05,1,0.95,0.9,⚔️️子弹数(正后方+前方3路)：1+3/2+3/2+6,"😋[食神谱]沙坑羊排：攻击力提升15%

🤔️[附加说明]此类卡在使用后的下一局中，与其同星级的卡的星级图标会出现大小异常的bug😡"
仙人球刺身,card_data_index_1_3_3_1,"🟤不转：仙人掌刺身
🟤能力：向正前方3行，后方1行发射仙人掌刺

🟠一转：仙人球刺身
🟠能力：后方增加1发子弹

🟣二转：仙人掌花刺身
🟣能力：前方3路各增加1发子弹",FALSE,FALSE,FALSE,管线类/枪塔类,275,好卡😀,攻击力,11,13,15,17,19,21,23,28,34,45,60,75,92,110,130,150,180,null,null,攻击间隔,1.3,1.25,1.2,1.15,1.1,1.05,1,0.95,0.9,⚔️️子弹数(正后方+前方3路)：1+3/2+3/2+6,"😋[食神谱]沙坑羊排：攻击力提升15%

🤔️[附加说明]此类卡在使用后的下一局中，与其同星级的卡的星级图标会出现大小异常的bug😡"
仙人掌花刺身,card_data_index_1_3_3_2,"🟤不转：仙人掌刺身
🟤能力：向正前方3行，后方1行发射仙人掌刺

🟠一转：仙人球刺身
🟠能力：后方增加1发子弹

🟣二转：仙人掌花刺身
🟣能力：前方3路各增加1发子弹",FALSE,FALSE,FALSE,管线类/枪塔类,275,好卡😀,攻击力,11,13,15,17,19,21,23,28,34,45,60,75,92,110,130,150,180,null,null,攻击间隔,1.3,1.25,1.2,1.15,1.1,1.05,1,0.95,0.9,⚔️️子弹数(正后方+前方3路)：1+3/2+3/2+6,"😋[食神谱]沙坑羊排：攻击力提升15%

🤔️[附加说明]此类卡在使用后的下一局中，与其同星级的卡的星级图标会出现大小异常的bug😡"
勺勺兔,card_data_index_2_1_1_0,"🟤不转：勺勺兔
🟤能力：一口气向前方3行分别投掷1个胡萝卜炮弹

🟠一转：增强勺勺兔
🟠能力：中路增加1发炮弹

🟣二转：盖世勺勺兔
🟣能力：2行侧路各增加1发炮弹",TRUE,FALSE,FALSE,投掷类/大型投手/A.三线投手,300,好卡😀,攻击力,30,36,42,48,60,72,84,102,120,138,168,216,276,342,414,492,576,null,null,攻击间隔,2.2,2.15,2.1,2.05,2,1.95,1.9,1.85,1.75,"⚔️️子弹数量：3/4/6
⚔️️溅射伤害：3×3范围35%溅射","😋[食神谱]锤子肉片：攻击力提升10%

💦[溅射]溅射受投掷增幅类卡加成

🤔️[附加说明]
1.子弹移速为雷神的1.33倍
2.投掷增幅类卡可增强本行的子弹和邻行溅射到本行的溅射伤害
3.没有砸中老鼠的子弹也会爆炸
4.老鼠可同时吃多路溅射"
增强勺勺兔,card_data_index_2_1_1_1,"🟤不转：勺勺兔
🟤能力：一口气向前方3行分别投掷1个胡萝卜炮弹

🟠一转：增强勺勺兔
🟠能力：中路增加1发炮弹

🟣二转：盖世勺勺兔
🟣能力：2行侧路各增加1发炮弹",TRUE,FALSE,FALSE,投掷类/大型投手/A.三线投手,300,好卡😀,攻击力,30,36,42,48,60,72,84,102,120,138,168,216,276,342,414,492,576,null,null,攻击间隔,2.2,2.15,2.1,2.05,2,1.95,1.9,1.85,1.75,"⚔️️子弹数量：3/4/6
⚔️️溅射伤害：3×3范围35%溅射","😋[食神谱]锤子肉片：攻击力提升10%

💦[溅射]溅射受投掷增幅类卡加成

🤔️[附加说明]
1.子弹移速为雷神的1.33倍
2.投掷增幅类卡可增强本行的子弹和邻行溅射到本行的溅射伤害
3.没有砸中老鼠的子弹也会爆炸
4.老鼠可同时吃多路溅射"
盖世勺勺兔,card_data_index_2_1_1_2,"🟤不转：勺勺兔
🟤能力：一口气向前方3行分别投掷1个胡萝卜炮弹

🟠一转：增强勺勺兔
🟠能力：中路增加1发炮弹

🟣二转：盖世勺勺兔
🟣能力：2行侧路各增加1发炮弹",TRUE,FALSE,FALSE,投掷类/大型投手/A.三线投手,300,好卡😀,攻击力,30,36,42,48,60,72,84,102,120,138,168,216,276,342,414,492,576,null,null,攻击间隔,2.2,2.15,2.1,2.05,2,1.95,1.9,1.85,1.75,"⚔️️子弹数量：3/4/6
⚔️️溅射伤害：3×3范围35%溅射","😋[食神谱]锤子肉片：攻击力提升10%

💦[溅射]溅射受投掷增幅类卡加成

🤔️[附加说明]
1.子弹移速为雷神的1.33倍
2.投掷增幅类卡可增强本行的子弹和邻行溅射到本行的溅射伤害
3.没有砸中老鼠的子弹也会爆炸
4.老鼠可同时吃多路溅射"
窃蛋龙,card_data_index_2_1_2_0,"🟤不转：窃蛋龙
🟤能力：向前方3行投掷带有溅射效果的龙蛋

🟠一转：蓝角窃蛋龙
🟠能力：中路增加1发炮弹

🟣二转：钢爪窃蛋龙
🟣能力：2行侧路各增加1发炮弹",TRUE,FALSE,FALSE,投掷类/大型投手/A.三线投手,350,好卡😀,攻击力,50,60,70,80,100,120,140,170,200,230,260,290,350,410,510,610,720,null,null,攻击间隔,2.2,2.15,2.1,2.05,2,1.95,1.9,1.85,1.75,"⚔️️子弹数量：3/4/6
⚔️️溅射伤害：3×3范围35%溅射","😋[食神谱]锤子肉片：攻击力提升10%

💦[溅射]溅射受投掷增幅类卡加成

🤔️[附加说明]
1.子弹移速为雷神的1.33倍
2.投掷增幅类卡可增强本行的子弹和邻行溅射到本行的溅射伤害
3.没有砸中老鼠的子弹也会爆炸
4.老鼠可同时吃多路溅射"
蓝角窃蛋龙,card_data_index_2_1_2_1,"🟤不转：窃蛋龙
🟤能力：向前方3行投掷带有溅射效果的龙蛋

🟠一转：蓝角窃蛋龙
🟠能力：中路增加1发炮弹

🟣二转：钢爪窃蛋龙
🟣能力：2行侧路各增加1发炮弹",TRUE,FALSE,FALSE,投掷类/大型投手/A.三线投手,350,好卡😀,攻击力,50,60,70,80,100,120,140,170,200,230,260,290,350,410,510,610,720,null,null,攻击间隔,2.2,2.15,2.1,2.05,2,1.95,1.9,1.85,1.75,"⚔️️子弹数量：3/4/6
⚔️️溅射伤害：3×3范围35%溅射","😋[食神谱]锤子肉片：攻击力提升10%

💦[溅射]溅射受投掷增幅类卡加成

🤔️[附加说明]
1.子弹移速为雷神的1.33倍
2.投掷增幅类卡可增强本行的子弹和邻行溅射到本行的溅射伤害
3.没有砸中老鼠的子弹也会爆炸
4.老鼠可同时吃多路溅射"
钢爪窃蛋龙,card_data_index_2_1_2_2,"🟤不转：窃蛋龙
🟤能力：向前方3行投掷带有溅射效果的龙蛋

🟠一转：蓝角窃蛋龙
🟠能力：中路增加1发炮弹

🟣二转：钢爪窃蛋龙
🟣能力：2行侧路各增加1发炮弹",TRUE,FALSE,FALSE,投掷类/大型投手/A.三线投手,350,好卡😀,攻击力,50,60,70,80,100,120,140,170,200,230,260,290,350,410,510,610,720,null,null,攻击间隔,2.2,2.15,2.1,2.05,2,1.95,1.9,1.85,1.75,"⚔️️子弹数量：3/4/6
⚔️️溅射伤害：3×3范围35%溅射","😋[食神谱]锤子肉片：攻击力提升10%

💦[溅射]溅射受投掷增幅类卡加成

🤔️[附加说明]
1.子弹移速为雷神的1.33倍
2.投掷增幅类卡可增强本行的子弹和邻行溅射到本行的溅射伤害
3.没有砸中老鼠的子弹也会爆炸
4.老鼠可同时吃多路溅射"
尤弥尔神使,card_data_index_2_1_3_0,"🟡合成材料：钢爪窃蛋龙+花椒蜥蜴投手

🟤不转：尤弥尔神使
🟤能力：向前方3行分别投掷2个威力巨大的金瓜锤

🟠三转：尤弥尔圣神
🟠能力：中路增加1发子弹

🟣四转：巨神·尤弥尔
🟣能力：侧路各增加1发子弹，灰烬效果

🔴终转：至尊巨神
🔴能力：子弹增加，溅射提高",FALSE,FALSE,TRUE,投掷类/大型投手/A.三线投手,380,好卡😀,攻击力,65,75,90,105,130,155,180,220,260,300,340,380,480,580,700,820,980,1300,1950,攻击间隔,2.1,2.05,2,1.95,1.9,1.85,1.8,1.75,1.6,"⚔️️子弹数量：6/7/9/12
⚔️️溅射伤害：3×3范围45%/45%/45%/50%溅射","😋[食神谱]锤子肉片：攻击力提升15%

💦[溅射]溅射受投掷增幅类卡加成

💣[灰烬]炮弹附带灰烬击杀

🤔️[附加说明]
1.子弹移速为雷神的1.33倍
2.投掷增幅类卡可增强本行的子弹和邻行溅射到本行的溅射伤害
3.没有砸中老鼠的子弹也会爆炸
4.老鼠可同时吃多路溅射"
